gene_id,length,HSC_1,HSC_2,CMP_1,CMP_2,CFUE_1,CFUE_2,Eryth_1,Eryth_2
ENSMUSG00000037369,3721.18,3582,4776,2715,7756,6484,3047,1468,2365
ENSMUSG00000037370,4643.21,228,379,227,885,204,45,7,8
ENSMUSG00000037373,2288,3287,6453,3816,10423,5712,4842,352,561
ENSMUSG00000037375,2860.09,165,236,131,369,0,17,13,2
ENSMUSG00000037376,2449.64,1318,2744,1905,6155,245,240,93,106
ENSMUSG00000037379,2237,12,17,98,426,2,10,18,0
ENSMUSG00000037386,4800,24,0,0,0,0,0,0,7
ENSMUSG00000037390,1355.67,0,17,0,0,0,0,0,0
ENSMUSG00000037393,3302,0,0,0,0,0,0,0,0
ENSMUSG00000037395,2389.01,819,1364,708,2308,1617,1170,88,139
ENSMUSG00000037400,4859,8628,14033,6888,23827,5500,3002,702,1180
ENSMUSG00000037405,2540,944,1979,325,1339,335,42,5.05,14
ENSMUSG00000037406,1236,0,0,25,0,0,0,0,0
ENSMUSG00000037408,4547,531,1094,457,1218,110,70,22,55
ENSMUSG00000037410,5707.19,2279,4394,2891,10109,4282,2615,1274,1772
ENSMUSG00000037411,2860.5,0,0,0,0,0,0,3,1
ENSMUSG00000037415,5308,696,954,714,2768,21479,13117,8133,11692
ENSMUSG00000037416,10825.4,5994,12370,6622,20658,24440,14974,1426,2578
ENSMUSG00000037418,301,4,0,1,0,0,0,0,1
ENSMUSG00000037419,4470,531,1618,1907,5315,17102,10443,768,1263
ENSMUSG00000037424,1047,0,0,0,0,0,0,0,0
ENSMUSG00000037426,4152.34,1353,2171,1285,4230,1469,797,60,179
ENSMUSG00000037428,2061.25,0,5,0,0,0,0,0,0
ENSMUSG00000037432,3920,0,0,0,0,0,0,0,11
ENSMUSG00000037434,5244,402,858,398,1454,1449,1302,422,593
ENSMUSG00000037437,994.38,0,3,17,9,0,0,0,0
ENSMUSG00000037438,270,0,0,0,0,0,0,0,0
ENSMUSG00000037440,2416,90,67,0,0,0,0,0,0
ENSMUSG00000037443,1795.65,1023.31,3122,1192,4366.83,4981,3215.51,375.23,642.84
ENSMUSG00000037446,1267.75,0,13,0,0,0,0,0,0
ENSMUSG00000037447,4040.19,1785,3077,672,2749,52,112,22,109
ENSMUSG00000037451,1897,0,0,0,0,0,0,3,0
ENSMUSG00000037455,2837,91,85,18,72,0,0,0,0
ENSMUSG00000037458,2446.08,6377,13419,7307,19548,29205,18174,5298,7386
ENSMUSG00000037461,3963.05,3359,8174,4614,13122,3193,1674,161,297
ENSMUSG00000037463,1338.4,0,0,0,0,51,0,10,0
ENSMUSG00000037465,3045,3713,6582,2115,5697,1290,1050,73,193
ENSMUSG00000037466,3353,363,694,499,1565,1192,591,13,42
ENSMUSG00000037469,805.4,0,0,0,0,0,0,0,0
ENSMUSG00000037470,5527.81,5700,11072,6171,17981,3960,2193,375,564
ENSMUSG00000037474,3697.68,4708,8072,5680,16492,4411,2492,524,963
ENSMUSG00000037475,4190.74,8097,16138,9552,24105,10420,6387,635,1262
ENSMUSG00000037477,1777,0,0,0,0,0,0,0,0
ENSMUSG00000037482,3378,0,0,0,0,0,0,0,0
ENSMUSG00000037486,6278.97,4122,6208,3512,11855,7765,4803,476.98,630
ENSMUSG00000037487,9790,8913,15269,9323,28450,4707,3168,518,491
ENSMUSG00000037490,4167,8,10,0,0,0,0,0,0
ENSMUSG00000037492,1524.6,0,0,0,0,0,0,0,0
ENSMUSG00000037493,1433,9,0,1,0,4,55,11,32
ENSMUSG00000037499,742,102,98,161,371,391,140,5,70
ENSMUSG00000037503,4834.9,6139,9576,4810,13179,2227,1655,137,170
ENSMUSG00000037509,2227.76,244,303,51,353,76,21,0,0
ENSMUSG00000037514,2954.61,2941,5618,2574.07,7597,2009,1449,120.14,280
ENSMUSG00000037519,3136.06,2352,4597,3471,8292,1836,1169,171,327
ENSMUSG00000037523,2930.87,660,1107,701,1827,710,542,309,369
ENSMUSG00000037525,1271,92,161,82,205,0,7,0,1
ENSMUSG00000037526,3450,467,918,266,913,194,101,215,210
ENSMUSG00000037529,1231,0,0,0,0,0,0,0,0
ENSMUSG00000037531,2171.44,522,1203,701,1953,75,180,97.67,133.47
ENSMUSG00000037533,5076.72,5181,9113,5463,15894,8871,5879,945,1305
ENSMUSG00000037535,399.33,0,0,0,0,0,0,0,0
ENSMUSG00000037536,3110.09,911,1542,540,2546,2436,1700,1109,1529
ENSMUSG00000037537,1006,0,0,0,0,0,0,0,0
ENSMUSG00000037541,6275.4,0,0,0,0,0,18,0,0
ENSMUSG00000037542,1869.33,0,0,0,0,0,0,0,0
ENSMUSG00000037544,2995.04,1625,4183,2835,8261,23402,13844,238,320
ENSMUSG00000037548,1032.45,101.84,116.5,105.44,164.38,53,30,11,1
ENSMUSG00000037552,5187.23,246,234,126,427,190,49,24,93
ENSMUSG00000037553,2356.9,824,785,576,1841,269,186,134,110
ENSMUSG00000037563,615.73,5659.09,10052.71,6014.21,18844.87,1448.34,1520.92,912.55,1538.24
ENSMUSG00000037568,3921.09,44,0,2,83,0,0,0,0
ENSMUSG00000037570,1882.47,1057.17,1243.55,1211.71,3850.57,466.32,275.76,59.62,99.92
ENSMUSG00000037572,4182.01,3297.26,6528.2,5159.77,14588.99,13764,8263.57,376,522
ENSMUSG00000037573,2288,661,927,284,926,306,211,45,41
ENSMUSG00000037577,2003,0,0,0,0,130,39,14,0
ENSMUSG00000037578,3425,0,2,0,0,0,0,0,0
ENSMUSG00000037579,3583,0,0,0,0,0,0,0,0
ENSMUSG00000037580,2775,204,506,280,435,5058,2915,694,1368
ENSMUSG00000037583,1132,1,1,20,0,0,0,0,0
ENSMUSG00000037593,2024.99,9,0,0,5,0,0,0,0
ENSMUSG00000037594,1915,18,90,0,15,0,7,0,0
ENSMUSG00000037600,1524.6,0,0,0,0,0,0,0,0
ENSMUSG00000037601,1152.67,1348,3019,1993,5710.35,548,201.1,168,199.29
ENSMUSG00000037603,513,0,0,0,0,0,0,0,0
ENSMUSG00000037605,4134.09,0,0,0,0,0,0,0,12
ENSMUSG00000037606,2339.35,448,328,227,603,6,12,0,0
ENSMUSG00000037608,2875.46,20244,45602,27064,72121,14058,8205,737,1280
ENSMUSG00000037610,2113.83,0,0,0,0,0,0,0,0
ENSMUSG00000037613,3172.64,31.64,9,0,0,9,2,26,30.12
ENSMUSG00000037617,3232.44,200,85,107,464,24,97,34,63
ENSMUSG00000037621,2355,0,2,13,54,0,0,0,0
ENSMUSG00000037622,4165.9,626,1390,586,2108,768,470,133,191
ENSMUSG00000037624,1697.4,0,0,0,0,0,0,0,0
ENSMUSG00000037625,1870,0,0,0,0,0,0,0,0
ENSMUSG00000037627,748,7,0,0,0,0,0,0,0
ENSMUSG00000037628,773,189,240,178,611,2079,1333,55,113
ENSMUSG00000037636,1111,23,50,25,0,0,0,0,0
ENSMUSG00000037638,3356.02,129,219,45,39,0,14,23,0
ENSMUSG00000037640,5120.18,967,1936,1165,2828,168,25,6,102
ENSMUSG00000037643,4179.76,868,1667,919,2198,126,111,89,231
ENSMUSG00000037646,13370,6850,11744,6301,19931,29342,16370,3092.29,4752
ENSMUSG00000037649,1034.89,1581,1878,1320,3365,270,113,53,189
ENSMUSG00000037652,9665.48,3639,5364,3051,7943,3219,1437,228,485
ENSMUSG00000037653,2317,0,0,0,0,0,0,0,0
ENSMUSG00000037656,3649,574,852,512,1698,1000,664,50,122
ENSMUSG00000037660,1407,0,0,0,0,0,0,0,0
ENSMUSG00000037661,1794.06,484,863,333,1565,229,97,147,131
ENSMUSG00000037664,1909.34,258,237,20,37,0,0,0,0
ENSMUSG00000037669,2703.06,1062,2554,1044,3047,190,108,82,117
ENSMUSG00000037674,6259.72,3653,5767,3622,12311,644,317,647.93,537.52
ENSMUSG00000037679,4600,272,406,230,891,83,49,54,69
ENSMUSG00000037681,4483,4,14,0,13,0,2,4.05,10.28
ENSMUSG00000037683,2782,72,68,87,42,0,0,1,0
ENSMUSG00000037685,5858.33,3836,7734,5128,15435,10893,7930,2036,3088
ENSMUSG00000037686,2732,0,0,0,0,0,0,0,0
ENSMUSG00000037689,751,0,0,0,0,0,0,0,0
ENSMUSG00000037692,3358.9,433,835,209,652,0,18,30,27
ENSMUSG00000037697,1963.41,923,1832,527,2473,6500,4253,374.82,534.63
ENSMUSG00000037703,3827,22,44,25,113,14,40,0,1
ENSMUSG00000037705,5517,0,68,0,5,0,0,4,2
ENSMUSG00000037706,946.16,3571,5775,2265,7574,2426,1428,286,503
ENSMUSG00000037708,1542,0,0,0,0,0,0,0,0
ENSMUSG00000037709,5786,40,66,27,164,0,0,1,0
ENSMUSG00000037710,1084,262,376,380,1003,89,138,51,51
ENSMUSG00000037712,3296,33,1,0,0,61,19,0,0
ENSMUSG00000037716,1456,0,0,0,0,0,0,0,0
ENSMUSG00000037720,3879.4,2071,5175,2325,7849,3225,2160,899,1273
ENSMUSG00000037722,2629,848,1880,888,2330,25,94,83.36,143.23
ENSMUSG00000037725,2601,1306,2520,1549,4814,7619,5105,144,268
ENSMUSG00000037727,577,0,0,0,0,0,0,0,0
ENSMUSG00000037730,3339.28,2121,4048,1539,5216,1664,1060,213,423
ENSMUSG00000037731,3079,518,740,450,1495,468,185,234,152
ENSMUSG00000037735,2288.5,0,0,0,0,0,0,0,0
ENSMUSG00000037736,5061,34,3,0,0,0,16,0,0
ENSMUSG00000037737,1961,6,0,0,0,0,0,8,0
ENSMUSG00000037738,2404,2,0,0,0,0,0,0,1
ENSMUSG00000037740,1425.25,639,1185,1002,2645,205,112,58,96
ENSMUSG00000037742,1645.67,273112.61,527716.18,294329.28,805830.16,64042.76,30000.15,15274.11,24497.11
ENSMUSG00000037747,1537.3,0,0,0,0,0,0,0,0
ENSMUSG00000037750,2981.79,217,213,323,915,33,58,110,253
ENSMUSG00000037752,4245,255,290,230,444,5,30,28,44
ENSMUSG00000037754,6227.96,469,632,1,217,316,122,2,1
ENSMUSG00000037759,3684,66,67,62,188,0,19,3,19
ENSMUSG00000037761,1877.44,447,842,503,1574,201,166,14,78
ENSMUSG00000037762,3603.43,347,603,120,49,349,14,11,18
ENSMUSG00000037771,2797,0,0,0,0,0,0,0,1
ENSMUSG00000037772,692.83,172.04,829.18,414.24,467.67,0,0,0,0
ENSMUSG00000037773,2886.54,434,971,365,1976,39,68,24,66
ENSMUSG00000037780,923,0,0,0,0,0,0,0,0
ENSMUSG00000037784,3791,3,0,0,0,0,0,0,0
ENSMUSG00000037787,1066.09,647,1306,583,2144.27,87,118,43,55
ENSMUSG00000037788,3020.9,1042,2507,1033,2766,15267,8683,2643,4322
ENSMUSG00000037790,306,0,0,0,0,0,0,0,0
ENSMUSG00000037791,2573.91,1430,2107,1092,3805,2155,1415,213.16,442.63
ENSMUSG00000037795,5170.55,4598,5779,3847,10515,4763,2635,283,195
ENSMUSG00000037797,755.33,0,0,0,0,0,0,0,0
ENSMUSG00000037798,3208,0,0,0,0,0,0,0,0
ENSMUSG00000037801,3321,0,25,0,8,0,0,0,0
ENSMUSG00000037805,846.85,7881.78,8191.23,8387.29,22953.23,889.84,939.25,799.22,1253.67
ENSMUSG00000037808,2429.2,2930,5067,2846,8071,6299,3942,399,731
ENSMUSG00000037813,3962.67,0,0,0,0,0,0,0,15
ENSMUSG00000037815,3698,2380,4784,2696,8613,2257,1659,127,310
ENSMUSG00000037816,1276.15,191,295,243,442,44,22,0,10
ENSMUSG00000037818,3117.88,407,752,313,1189,303,115,150,210
ENSMUSG00000037820,3516.15,835,1724,202,788,1649,1335,35,36
ENSMUSG00000037822,2749.92,2325,3197,1476,4235,450,210,193,331
ENSMUSG00000037824,2475,2369,3200,1768,4546,388,119,59,51
ENSMUSG00000037826,5560,1239,2185,618,2379,106,180,20,9
ENSMUSG00000037827,2259,48.38,26.31,30.06,275.75,37.3,0,62.85,136
ENSMUSG00000037833,2330.54,27,19,0,19,0,15,0,0
ENSMUSG00000037843,1363,0,0,0,0,0,0,0,0
ENSMUSG00000037845,2634.93,299,565,214,922,353,222,20.19,64.4
ENSMUSG00000037846,3631.43,248,709,347,1594,198,67,28,30
ENSMUSG00000037847,1686.36,145,410,164,247,0,88,3,11
ENSMUSG00000037849,1206.15,148.09,210,41,32.95,0,35,8.39,93
ENSMUSG00000037851,4397.78,3077.99,7023,5938,15253.93,3259,1360,307.99,604
ENSMUSG00000037852,2087,7,0,0,0,0,0,0,0
ENSMUSG00000037855,3276,7,14,0,23,0,0,0,0
ENSMUSG00000037857,4263.37,6144,12620,5368,15441,3234,2487,288,444
ENSMUSG00000037860,1614.45,2345,3136,1469,3188,3326,1861,142,179
ENSMUSG00000037868,905.83,88,373,130,530,70,10,0,1
ENSMUSG00000037872,814,0,0,0,15,1361,770,236,500.1
ENSMUSG00000037876,4529.88,13504,20545,10726,32826,2540,1402,673,839
ENSMUSG00000037884,1573.5,0,0,0,0,0,0,0,0
ENSMUSG00000037885,3765.78,587,1308,535,2064,919,686,88,96
ENSMUSG00000037887,2828.5,0,18,0,3,810,609,269,255
ENSMUSG00000037890,4403,413,672,226,728,0,0,5,14
ENSMUSG00000037892,2652.8,0,0,0,0,58,0,0,0
ENSMUSG00000037894,623.67,4835.81,10578.28,7217.53,22216.39,6621.98,5015.22,1592.34,2560.29
ENSMUSG00000037896,5326.12,2277,4499,2503,9446,2923,1299,406,823
ENSMUSG00000037902,2798.5,1707,2471,1015,3697,2486,979,624,863
ENSMUSG00000037904,2053,177,245,97,334,647,341,248,327
ENSMUSG00000037905,6975,2258,3811,3271,8588,321,178,197,207
ENSMUSG00000037907,2698.04,285,587,404,1017,0,22,1,9
ENSMUSG00000037910,593,0,0,0,0,0,0,0,0
ENSMUSG00000037913,1216.97,179,22,168,447,112,21,7,12
ENSMUSG00000037916,1272.6,2117,3783,2690,7865,2607,1712,167,308
ENSMUSG00000037921,3998.53,1683,2081,365,1273,77,100,54,62
ENSMUSG00000037922,3248,185,449,12,1,511,324,52,0
ENSMUSG00000037924,1050,0,0,0,0,0,0,0,0
ENSMUSG00000037926,5775.03,5374,6582,2725,10491,2730,1941,417,408
ENSMUSG00000037933,5071.05,1216,2627,1520,5102,3093,2023,70,150
ENSMUSG00000037935,1352.6,5954.05,13233.27,6298.55,18806.27,2869.68,2064.04,387.47,723.91
ENSMUSG00000037936,2393.92,1099,2653,1176,4418,1322,972,223,273
ENSMUSG00000037938,1307.29,384,437,313,675,167,115,17,22
ENSMUSG00000037940,1642.47,559,642,339,1175,68,280,13,11
ENSMUSG00000037942,1794.5,0,0,0,0,0,0,0,0
ENSMUSG00000037944,1978,69,55,0,0,77,28,6,30
ENSMUSG00000037946,4545.79,1021,1524,586,2039,241,294,46,80
ENSMUSG00000037949,2599,703,749,164,504,114,85,88,148
ENSMUSG00000037953,2757,0,0,0,0,0,0,0,0
ENSMUSG00000037957,2133.66,1023,2392,980,2243,1985,1186,74,104
ENSMUSG00000037958,2609.03,934,1758,1446,3845,257,469,115,129
ENSMUSG00000037960,804,369,1045,117,246,43,19,40,47
ENSMUSG00000037962,1134,0,0,0,0,0,0,0,0
ENSMUSG00000037965,1117.65,5475,8029,4405,10901,2657,1737,354,607
ENSMUSG00000037966,1156.2,790,1513,451,1814,14,30,66,100
ENSMUSG00000037971,1196.7,517,774,308,719,348,293,155.81,294.6
ENSMUSG00000037972,2902,1570,1588,561,1082,411,422,16,12
ENSMUSG00000037973,3247.5,0,0,0,0,0,0,0,0
ENSMUSG00000037974,8256,5,29,0,0,0,0,0,0
ENSMUSG00000037977,2599,16,17,17,24,0,0,0,0
ENSMUSG00000037979,2287,41,0,31,0,32,9,0,0
ENSMUSG00000037982,2326.04,3,0,0,0,1,0,0,0
ENSMUSG00000037984,2154,0,0,0,0,0,0,0,0
ENSMUSG00000037989,6147,2,0,0,0,0,0,0,2
ENSMUSG00000037990,5682,4,29,0,0,0,0,0,0
ENSMUSG00000037991,3742,429,749,333,1267,157,135,46,20
ENSMUSG00000037992,2977.15,200,491,44,264,66,17,89,214
ENSMUSG00000037993,4197,2645,6335,2869,9199,2657,1000,88,148
ENSMUSG00000037994,1788.96,39,35,0,26,0,0,0,0
ENSMUSG00000037995,2076.16,49,15,25,24,0,12,0,0
ENSMUSG00000037996,3587,0,30,0,0,0,0,0,0
ENSMUSG00000037997,2075.81,1389,1443,768,2677,2086,1038,38,239
ENSMUSG00000037999,4519.05,2883.62,4828.52,2651.57,7748.13,801.26,384,91,240
ENSMUSG00000038000,1425,150,473,368,617,228,28,61,121
ENSMUSG00000038002,7517,1510,2573,1203,4511,6030,3847,460,679
ENSMUSG00000038005,1050.38,1054,2696,2003,4072,1569,1670,152,158
ENSMUSG00000038007,4209.74,297,571,108,130,55,0,0,0
ENSMUSG00000038009,972.5,0,0,0,0,0,0,0,0
ENSMUSG00000038010,2431,294,333,346,425,186,132,16,1
ENSMUSG00000038011,9287.67,0,0,0,0,0,0,0,0
ENSMUSG00000038013,6821.42,598,1212,494,1663,1213,634,418,357
ENSMUSG00000038014,5105,7127,15119,9827,28498,10867,6017,1141,2228
ENSMUSG00000038015,647.5,0,0,0,0,0,0,0,0
ENSMUSG00000038020,2077,19,33,16,80,0,19,0,0
ENSMUSG00000038022,4270,185,579,173,440,0,0,1,1
ENSMUSG00000038023,3019,798,1879,924,2917,506,281,34,87
ENSMUSG00000038024,7773.68,3833,8074,3706,10017,1784,1080,157,401
ENSMUSG00000038025,5260,785,1780,759,3285,1823,934,174,301
ENSMUSG00000038026,2504,0,0,0,0,64,0,0,0
ENSMUSG00000038028,3651,184,312,193,608,80,4,15,18
ENSMUSG00000038034,1509.38,403,627,495,1421,48,72,19,4
ENSMUSG00000038037,1220,76,140,69,49,3,20,7,0
ENSMUSG00000038039,6274.39,3527,6152,3699,10477,997,838,193,95
ENSMUSG00000038042,4310,258.74,185,275,323,84,165,16,0
ENSMUSG00000038044,1955,0,0,0,0,0,0,0,0
ENSMUSG00000038045,2060,3,0,0,0,0,13,3,0
ENSMUSG00000038046,1189.94,225,765,463,1334,24,36,12,18
ENSMUSG00000038047,5960.84,2216,5370,3365,9443,1966,1512,136,133
ENSMUSG00000038048,3918,0,0,0,0,0,0,0,0
ENSMUSG00000038055,1066.82,159,234,68,189,0,25,11,8
ENSMUSG00000038056,9474.69,9459,11737,7123,23708,30346,16412,784,985
ENSMUSG00000038057,581,6,6,0,0,0,0,0,0
ENSMUSG00000038058,4231.29,442,336,214,535,83,106,23,83
ENSMUSG00000038059,1984,842,1844,576,1539,194,147,104,63
ENSMUSG00000038060,2647.75,0,31,0,0,0,0,5,0
ENSMUSG00000038064,994,0,0,0,0,0,0,0,0
ENSMUSG00000038065,4997.98,324,337,31,390,1952,1047,74,76
ENSMUSG00000038067,1413,0,0,0,0,0,0,0,0
ENSMUSG00000038068,4569.35,330,648,216,331,71,40,39,169
ENSMUSG00000038069,3494,1567,3260,1649,4277,1022,603,55,123
ENSMUSG00000038070,5078.6,4639,10219,4070,13723,4866,2627,99,165
ENSMUSG00000038071,2567,0,0,0,0,0,0,0,0
ENSMUSG00000038072,2470.16,786,1590,452,1879,10,50,18,23
ENSMUSG00000038074,2694,79,406,17,68,120,20,0,0
ENSMUSG00000038077,4301.75,0,0,0,0,0,0,0,0
ENSMUSG00000038079,1859.98,363,928,491,872,0,6,19,19
ENSMUSG00000038080,3737.99,893,2086,767,1649,331,168,39,23
ENSMUSG00000038084,4726.5,4437,8101,5199,14583,2536,1697,233,208
ENSMUSG00000038085,1481.34,190,186,74,217.35,0,43.49,19.28,69.08
ENSMUSG00000038086,840,0,0,0,0,0,0,0,0
ENSMUSG00000038092,1604,0,0,0,0,0,0,0,0
ENSMUSG00000038094,2164.09,0,0,0,0,0,0,0,0
ENSMUSG00000038095,7131.27,8657,16492,8607,28869,4955,3414,446,848
ENSMUSG00000038102,4257.29,2076,3656,2025,6601,1391,652,156,196
ENSMUSG00000038112,1804.14,0,0,0,0,0,0,0,0
ENSMUSG00000038115,2465.17,0,0,0,0,0,0,0,0
ENSMUSG00000038116,3290.44,2806.68,4624.99,2521.77,7306.07,295.9,353,76,61
ENSMUSG00000038119,3279.86,40,153,42,249,172,0,0,37
ENSMUSG00000038121,9263.97,2529,5172,2615,8163,796,675,372,663
ENSMUSG00000038122,7235,865,1018,577,1320,4,23,0,1
ENSMUSG00000038126,3938.83,1454,2206,1988,4311,4586,3158,63,223
ENSMUSG00000038127,3511.24,5892.94,9875.99,5568.96,14677.49,1007,714,378,609
ENSMUSG00000038128,12331,18,45,3,47,123,63,0,19
ENSMUSG00000038132,3215,2,47,0,0,0,4,0,0
ENSMUSG00000038135,494.5,0,15,0,22,0,0,0,0
ENSMUSG00000038141,1869,214.57,287.32,220.03,983.34,0,0,0,5.24
ENSMUSG00000038143,9316,42,60,64,278,0,0,0,0
ENSMUSG00000038145,1795.77,1127,1821,617,2710,362,170,79,107
ENSMUSG00000038146,8044,23,49,9,62,0,29,2,6
ENSMUSG00000038147,2730.4,4922,7370,2955,7793,1013,560,220,283
ENSMUSG00000038148,1061.5,0,0,0,0,0,0,0,0
ENSMUSG00000038150,2184,554.1,1449,560.53,1648,2935,1875,163,361
ENSMUSG00000038151,4025,42,97,2,42,46,0,4,22
ENSMUSG00000038152,729,16,0,0,0,0,0,0,0
ENSMUSG00000038155,770,1.98,2.26,0,27.49,18.11,0,0,0
ENSMUSG00000038156,6161,18,0,0,0,2,13,0,0
ENSMUSG00000038160,2352,757,1879,868,2428,526,309,105,137
ENSMUSG00000038165,1249.5,0,0,0,0,0,0,0,0
ENSMUSG00000038167,3299,8,21,0,0,0,0,2,0
ENSMUSG00000038168,3283,28,49,46,76,0,0,0,0
ENSMUSG00000038170,6110.32,1068,1486,536,1450,144,161,25,113
ENSMUSG00000038172,7662.71,1517,2060,157,1273,194,103,64,7
ENSMUSG00000038173,3063,3,0,0,0,0,0,2,0
ENSMUSG00000038174,4597.59,2162,3737,1742,4150,946,522,103,243.27
ENSMUSG00000038175,3062,1211,1844,605,1754,1916,1850,763,873
ENSMUSG00000038178,4799.71,1129,1362,642,2449,605,370,127,251
ENSMUSG00000038179,3149.01,94,127,15,34,334,102,40,67
ENSMUSG00000038180,2475.81,69,278,126,223,0,0,0,0
ENSMUSG00000038181,3924.45,738,1154,763,1680,256,121,14.72,25
ENSMUSG00000038187,2433.12,871,1906,906,2182,817,598,83,103
ENSMUSG00000038188,2878.26,669,854,100,199,7,0,4,0
ENSMUSG00000038192,1739,0,0,0,0,0,0,4,0
ENSMUSG00000038193,2235,0,0,0,0,0,0,0,0
ENSMUSG00000038194,1852.33,0,0,0,0,0,0,0,0
ENSMUSG00000038195,1276,11,0,0,20,29,4,0,0
ENSMUSG00000038199,2670,0,0,0,0,0,0,0,0
ENSMUSG00000038201,3494,0,0,0,0,0,0,0,0
ENSMUSG00000038203,1129,0,0,0,0,0,0,0,0
ENSMUSG00000038204,1765,0,0,0,36,0,0,0,0
ENSMUSG00000038205,5006,225,407,232,548,33,23,18,33
ENSMUSG00000038206,2104.1,348,918,428,1431,691,471,211,261
ENSMUSG00000038208,1761.55,123,373,10,276,96,23,0,0
ENSMUSG00000038209,781.5,0,0,0,0,0,0,0,0
ENSMUSG00000038210,2287,1,0,0,0,0,0,0,0
ENSMUSG00000038212,3176.39,2818,4252,2874,8576,3212,1727,399,767
ENSMUSG00000038213,2352,699,1662,638,1876,317,172,12,54
ENSMUSG00000038214,6028,456,1106,643,2078,322,12,44,81
ENSMUSG00000038215,1105.95,393,1135,349,1909,552,387,76,127
ENSMUSG00000038216,699.5,0,0,0,0,0,0,0,0
ENSMUSG00000038217,948.99,354,505,428,963,317,12,5,19
ENSMUSG00000038218,321,0,0,0,0,0,0,0,0
ENSMUSG00000038224,1538.75,0,0,0,27,43,11,32,0
ENSMUSG00000038225,2299.96,825,1739,768,1783,914,249,67.65,277.29
ENSMUSG00000038227,1956.64,3889,5954,1323,3035,163,0,23,1
ENSMUSG00000038233,3622,13,15,0,0,0,0,0,0
ENSMUSG00000038235,2176.6,337,776,35,52,0,0,0,0
ENSMUSG00000038236,1905.65,515,778,303,1256,147,22,16,8
ENSMUSG00000038239,2410,0,0,0,41,0,0,0,0
ENSMUSG00000038240,1843.44,501,694,408,1352,74,38,13,5
ENSMUSG00000038241,3849.71,3418,5186,3214,10176,2651,1218,61,151
ENSMUSG00000038242,3902,12,52,7,44,58,0,0,0
ENSMUSG00000038244,5395.97,100,206,78,201,0,0,7,2
ENSMUSG00000038246,1219,0,0,0,0,0,0,0,0
ENSMUSG00000038248,3037.5,0,0,0,0,0,0,0,0
ENSMUSG00000038250,4684,2047,4260,2087,7459,1537,731,147,316
ENSMUSG00000038252,2281.57,5843.87,12472.04,8795.55,27997.06,33978.93,19329.32,497.56,819
ENSMUSG00000038253,1877,223,460,95,281,0,0,2,1
ENSMUSG00000038255,3142,0,0,0,0,0,0,0,0
ENSMUSG00000038256,4055.03,735,899,364,1498,98,5,49,122
ENSMUSG00000038257,2726.5,0,0,0,0,0,0,0,0
ENSMUSG00000038259,2320,0,0,0,0,0,0,0,0
ENSMUSG00000038260,4245,201,188,66,153,0,0,0,0
ENSMUSG00000038264,3296,177,348,22,75,0,25,8,2
ENSMUSG00000038267,2781.05,151,349,271,1225,7519,4151,1372,1538
ENSMUSG00000038268,2670,721.7,1101.56,724.32,2232.19,221.36,58,43.22,25.7
ENSMUSG00000038271,2812.08,522,708.21,626,1356,173,109.44,53.72,41
ENSMUSG00000038274,575.16,7738.78,7169.13,5856.72,18809.34,2421,2389.12,593.73,874.83
ENSMUSG00000038276,1942,6,0,0,0,0,0,0,0
ENSMUSG00000038279,2623,1995,3993,3255,9592,297,254,41,91
ENSMUSG00000038280,3094.84,1426,2243,1390,3960,974,638,146,383
ENSMUSG00000038286,1209,385,572,486,1129,61,60,16,27
ENSMUSG00000038290,5292.9,4262,9960,4315,10851,8132,5298,1131.92,1680.74
ENSMUSG00000038291,2294.89,512,740,559,1351,554,474,47,110
ENSMUSG00000038292,2262,22,33,66,16,0,0,0,0
ENSMUSG00000038295,1849.69,129,168,117,56,0,0,0,1
ENSMUSG00000038296,2530,9,44,0,0,0,0,0,0
ENSMUSG00000038298,749.59,18,26,51,47,109,71,0.63,0
ENSMUSG00000038299,3121.65,2503,5084,3554,9177,695,287,126,185
ENSMUSG00000038300,569,0,0,0,0,0,0,0,0
ENSMUSG00000038301,2439.63,4063,7555,2632,8436,278,363,139,276
ENSMUSG00000038302,2552,152,323,202,436,63,16,0,1
ENSMUSG00000038304,2590,13,43,0,0,0,3,3,1
ENSMUSG00000038305,965,2,0,0,0,0,0,0,5
ENSMUSG00000038311,2053,19,0,0,0,0,0,0,0
ENSMUSG00000038312,2162.28,1337,2195,907,3149,300,154,50,86
ENSMUSG00000038319,3005.2,187,222,22,54,0,0,0,0
ENSMUSG00000038323,3008,468,985,631,2016,1017,419.89,51,14
ENSMUSG00000038324,2251.27,3224,5770,2874,8302,981,993,360,582
ENSMUSG00000038327,1912,0,0,0,0,0,0,0,0
ENSMUSG00000038330,1099.8,0,0,0,0,0,0,0,0
ENSMUSG00000038331,5805,15,22,33,91,7,0,13,1
ENSMUSG00000038332,2745.47,3801,3995,2168,5684,3584,2120,1332,2270
ENSMUSG00000038335,2905.51,3304.99,6341,4076,12413,496,301,75.64,130.95
ENSMUSG00000038342,5258.68,1521,2160,968,4002,289,214,105,218
ENSMUSG00000038344,3484.93,2522.84,5114.54,3417.69,7925.52,646.92,426,126.03,159.26
ENSMUSG00000038346,2682.65,1010,1870.95,794.31,2855.34,1508.79,1288,226,291
ENSMUSG00000038347,1462,4,0,1,0,0,0,0,14
ENSMUSG00000038349,1985.85,83,431,0,13,71,2,3,1
ENSMUSG00000038351,3523.73,214,618,198,723,73,8,0,26
